customerid,Recency,Frequency,Monetary,R,F,M,RFM,Segment
235758,31,0.31,0,3,4,1,341,Potential Loyalists
214484,31,0.31,0,3,4,1,341,Potential Loyalists
267349,31,0.32,0,3,4,1,341,Potential Loyalists
282119,31,0.32,0,3,4,1,341,Potential Loyalists
306300,31,0.33,0,3,4,1,341,Potential Loyalists
355108,31,0.35,0,3,4,1,341,Potential Loyalists
401872,31,0.36,0,3,4,1,341,Potential Loyalists
411239,10,0.37,0,4,4,1,441,Potential Loyalists
434512,31,0.38,0,3,4,1,341,Potential Loyalists
550911,31,0.41,0,3,4,1,341,Potential Loyalists
571399,31,0.42,0,3,4,1,341,Potential Loyalists
867840,47,0.49,0,3,4,1,341,Potential Loyalists
758141,62,0.23,0,2,3,1,231,Need Attention
850060,43,0.24,0,3,3,1,331,Potential Loyalists
839005,51,0.24,0,3,3,1,331,Potential Loyalists
779898,62,0.24,0,2,3,1,231,Need Attention
847119,1,0.24,0,4,3,1,431,Potential Loyalists
847826,3,0.24,0,4,3,1,431,Potential Loyalists
782537,5,0.24,0,4,3,1,431,Potential Loyalists
819089,14,0.24,0,4,3,1,431,Potential Loyalists
808246,16,0.24,0,4,3,1,431,Potential Loyalists
810816,31,0.24,0,3,3,1,331,Potential Loyalists
829474,31,0.24,0,3,3,1,331,Potential Loyalists
841612,76,0.24,0,2,3,1,231,Need Attention
781640,92,0.24,0,1,3,1,131,Need Attention
784855,92,0.24,0,1,3,1,131,Need Attention
806663,92,0.24,0,1,3,1,131,Need Attention
909670,68,0.25,0,2,3,1,231,Need Attention
912349,75,0.25,0,2,3,1,231,Need Attention
919617,77,0.25,0,2,3,1,231,Need Attention
870797,81,0.25,0,2,3,1,231,Need Attention
916721,4,0.25,0,4,3,1,431,Potential Loyalists
869319,5,0.25,0,4,3,1,431,Potential Loyalists
882787,13,0.25,0,4,3,1,431,Potential Loyalists
854237,13,0.25,0,4,3,1,431,Potential Loyalists
875051,15,0.25,0,4,3,1,431,Potential Loyalists
913641,16,0.25,0,4,3,1,431,Potential Loyalists
890211,27,0.25,0,4,3,1,431,Potential Loyalists
855918,31,0.25,0,3,3,1,331,Potential Loyalists
904404,44,0.25,0,3,3,1,331,Potential Loyalists
857023,47,0.25,0,3,3,1,331,Potential Loyalists
889877,51,0.25,0,3,3,1,331,Potential Loyalists
903844,53,0.25,0,3,3,1,331,Potential Loyalists
125201,92,0.14,0,1,1,1,111,At Risk
75284,31,0.14,0,3,1,1,311,Promising
142118,39,0.14,0,3,1,1,311,Promising
199985,41,0.15,0,3,1,1,311,Promising
231425,45,0.15,0,3,1,1,311,Promising
170846,46,0.15,0,3,1,1,311,Promising
211881,2,0.15,0,4,1,1,411,Promising
190670,4,0.15,0,4,1,1,411,Promising
214315,12,0.15,0,4,1,1,411,Promising
167518,13,0.15,0,4,1,1,411,Promising
184355,20,0.15,0,4,1,1,411,Promising
180255,31,0.15,0,3,1,1,311,Promising
180274,31,0.15,0,3,1,1,311,Promising
188049,31,0.15,0,3,1,1,311,Promising
188058,31,0.15,0,3,1,1,311,Promising
189796,31,0.15,0,3,1,1,311,Promising
202868,31,0.15,0,3,1,1,311,Promising
214476,31,0.15,0,3,1,1,311,Promising
156041,92,0.15,0,1,1,1,111,At Risk
180263,92,0.15,0,1,1,1,111,At Risk
195143,92,0.15,0,1,1,1,111,At Risk
206944,92,0.15,0,1,1,1,111,At Risk
209608,92,0.15,0,1,1,1,111,At Risk
209658,92,0.15,0,1,1,1,111,At Risk
214041,92,0.15,0,1,1,1,111,At Risk
214446,92,0.15,0,1,1,1,111,At Risk
214486,92,0.15,0,1,1,1,111,At Risk
178884,67,0.15,0,2,1,1,211,At Risk
180279,62,0.15,0,2,1,1,211,At Risk
180314,62,0.15,0,2,1,1,211,At Risk
188064,62,0.15,0,2,1,1,211,At Risk
189954,62,0.15,0,2,1,1,211,At Risk
191389,62,0.15,0,2,1,1,211,At Risk
214067,62,0.15,0,2,1,1,211,At Risk
232722,62,0.16,0,2,1,1,211,At Risk
255416,62,0.16,0,2,1,1,211,At Risk
259836,62,0.16,0,2,1,1,211,At Risk
282131,62,0.16,0,2,1,1,211,At Risk
284476,62,0.16,0,2,1,1,211,At Risk
302478,62,0.16,0,2,1,1,211,At Risk
232725,92,0.16,0,1,1,1,111,At Risk
232735,92,0.16,0,1,1,1,111,At Risk
243749,92,0.16,0,1,1,1,111,At Risk
250050,92,0.16,0,1,1,1,111,At Risk
264007,92,0.16,0,1,1,1,111,At Risk
264832,92,0.16,0,1,1,1,111,At Risk
264895,92,0.16,0,1,1,1,111,At Risk
264933,92,0.16,0,1,1,1,111,At Risk
278648,92,0.16,0,1,1,1,111,At Risk
279367,92,0.16,0,1,1,1,111,At Risk
302512,92,0.16,0,1,1,1,111,At Risk
302516,92,0.16,0,1,1,1,111,At Risk
302521,92,0.16,0,1,1,1,111,At Risk
302523,92,0.16,0,1,1,1,111,At Risk
232919,31,0.16,0,3,1,1,311,Promising
265013,31,0.16,0,3,1,1,311,Promising
269709,31,0.16,0,3,1,1,311,Promising
282126,31,0.16,0,3,1,1,311,Promising
282130,31,0.16,0,3,1,1,311,Promising
282148,31,0.16,0,3,1,1,311,Promising
302488,31,0.16,0,3,1,1,311,Promising
302503,31,0.16,0,3,1,1,311,Promising
256688,35,0.16,0,3,1,1,311,Promising
240780,46,0.16,0,3,1,1,311,Promising
268216,46,0.16,0,3,1,1,311,Promising
234608,47,0.16,0,3,1,1,311,Promising
271913,47,0.16,0,3,1,1,311,Promising
276053,52,0.16,0,3,1,1,311,Promising
237946,5,0.16,0,4,1,1,411,Promising
275712,7,0.16,0,4,1,1,411,Promising
260394,15,0.16,0,4,1,1,411,Promising
277744,15,0.16,0,4,1,1,411,Promising
294887,15,0.16,0,4,1,1,411,Promising
255630,16,0.16,0,4,1,1,411,Promising
298720,67,0.16,0,2,1,1,211,At Risk
281215,80,0.16,0,2,1,1,211,At Risk
337434,76,0.17,0,2,1,1,211,At Risk
321726,31,0.17,0,3,1,1,311,Promising
331279,31,0.17,0,3,1,1,311,Promising
345314,31,0.17,0,3,1,1,311,Promising
354230,31,0.17,0,3,1,1,311,Promising
319336,34,0.17,0,3,1,1,311,Promising
319558,42,0.17,0,3,1,1,311,Promising
351207,47,0.17,0,3,1,1,311,Promising
316506,62,0.17,0,2,1,1,211,At Risk
321795,62,0.17,0,2,1,1,211,At Risk
323400,62,0.17,0,2,1,1,211,At Risk
324803,62,0.17,0,2,1,1,211,At Risk
335876,62,0.17,0,2,1,1,211,At Risk
345250,62,0.17,0,2,1,1,211,At Risk
345301,62,0.17,0,2,1,1,211,At Risk
354017,62,0.17,0,2,1,1,211,At Risk
321736,92,0.17,0,1,1,1,111,At Risk
323384,92,0.17,0,1,1,1,111,At Risk
331286,92,0.17,0,1,1,1,111,At Risk
334776,92,0.17,0,1,1,1,111,At Risk
334808,92,0.17,0,1,1,1,111,At Risk
345324,92,0.17,0,1,1,1,111,At Risk
345342,92,0.17,0,1,1,1,111,At Risk
345345,92,0.17,0,1,1,1,111,At Risk
347709,92,0.17,0,1,1,1,111,At Risk
354297,92,0.17,0,1,1,1,111,At Risk
354371,92,0.17,0,1,1,1,111,At Risk
324645,4,0.17,0,4,1,1,411,Promising
304718,14,0.17,0,4,1,1,411,Promising
318319,16,0.17,0,4,1,1,411,Promising
308992,20,0.17,0,4,1,1,411,Promising
402172,5,0.18,0,4,1,1,411,Promising
370386,14,0.18,0,4,1,1,411,Promising
356482,16,0.18,0,4,1,1,411,Promising
385170,16,0.18,0,4,1,1,411,Promising
403217,20,0.18,0,4,1,1,411,Promising
358100,62,0.18,0,2,1,1,211,At Risk
378001,62,0.18,0,2,1,1,211,At Risk
380855,62,0.18,0,2,1,1,211,At Risk
376781,63,0.18,0,2,1,1,211,At Risk
355181,31,0.18,0,3,1,1,311,Promising
358161,31,0.18,0,3,1,1,311,Promising
549751,92,0.21,0,1,2,1,121,At Risk
592244,92,0.21,0,1,2,1,121,At Risk
605477,92,0.21,0,1,2,1,121,At Risk
616285,92,0.21,0,1,2,1,121,At Risk
595886,42,0.21,0,3,2,1,321,Promising
609045,44,0.21,0,3,2,1,321,Promising
550139,47,0.21,0,3,2,1,321,Promising
564649,11,0.21,0,4,2,1,421,Promising
577611,14,0.21,0,4,2,1,421,Promising
567396,16,0.21,0,4,2,1,421,Promising
615406,16,0.21,0,4,2,1,421,Promising
567854,28,0.21,0,4,2,1,421,Promising
544935,31,0.21,0,3,2,1,321,Promising
568652,31,0.21,0,3,2,1,321,Promising
613053,31,0.21,0,3,2,1,321,Promising
616384,31,0.21,0,3,2,1,321,Promising
545443,74,0.21,0,2,2,1,221,At Risk
644007,74,0.22,0,2,2,1,221,At Risk
672286,92,0.22,0,1,2,1,121,At Risk
685007,92,0.22,0,1,2,1,121,At Risk
669747,62,0.22,0,2,2,1,221,At Risk
676861,62,0.22,0,2,2,1,221,At Risk
616959,62,0.22,0,2,2,1,221,At Risk
625497,62,0.22,0,2,2,1,221,At Risk
643466,62,0.22,0,2,2,1,221,At Risk
655588,62,0.22,0,2,2,1,221,At Risk
656881,62,0.22,0,2,2,1,221,At Risk
619667,92,0.22,0,1,2,1,121,At Risk
620303,92,0.22,0,1,2,1,121,At Risk
657466,92,0.22,0,1,2,1,121,At Risk
651466,4,0.22,0,4,2,1,421,Promising
686607,8,0.22,0,4,2,1,421,Promising
682683,16,0.22,0,4,2,1,421,Promising
679723,20,0.22,0,4,2,1,421,Promising
690275,25,0.22,0,4,2,1,421,Promising
619586,31,0.22,0,3,2,1,321,Promising
620930,31,0.22,0,3,2,1,321,Promising
679031,31,0.22,0,3,2,1,321,Promising
756940,5,0.23,0,4,3,1,431,Potential Loyalists
765319,6,0.23,0,4,3,1,431,Potential Loyalists
755047,12,0.23,0,4,3,1,431,Potential Loyalists
728658,14,0.23,0,4,3,1,431,Potential Loyalists
749583,14,0.23,0,4,3,1,431,Potential Loyalists
711163,17,0.23,0,4,3,1,431,Potential Loyalists
700666,29,0.23,0,4,3,1,431,Potential Loyalists
751451,75,0.23,0,2,3,1,231,Need Attention
754837,76,0.23,0,2,3,1,231,Need Attention
768909,76,0.23,0,2,3,1,231,Need Attention
706601,77,0.23,0,2,3,1,231,Need Attention
709029,77,0.23,0,2,3,1,231,Need Attention
704392,92,0.23,0,1,3,1,131,Need Attention
724232,92,0.23,0,1,3,1,131,Need Attention
708108,44,0.23,0,3,3,1,331,Potential Loyalists
752234,46,0.23,0,3,3,1,331,Potential Loyalists
763234,46,0.23,0,3,3,1,331,Potential Loyalists
698808,62,0.23,0,2,3,1,231,Need Attention
878425,62,0.25,0,2,3,1,231,Need Attention
927012,62,0.26,0,2,4,1,241,Need Attention
937922,62,0.26,0,2,4,1,241,Need Attention
975741,62,0.26,0,2,4,1,241,Need Attention
959957,5,0.26,0,4,4,1,441,Potential Loyalists
939081,8,0.26,0,4,4,1,441,Potential Loyalists
938232,91,0.26,0,2,4,1,241,Need Attention
928867,92,0.26,0,1,4,1,141,Need Attention
982647,92,0.26,0,1,4,1,141,Need Attention
970282,31,0.26,0,3,4,1,341,Potential Loyalists
970319,31,0.26,0,3,4,1,341,Potential Loyalists
977176,31,0.26,0,3,4,1,341,Potential Loyalists
985668,31,0.26,0,3,4,1,341,Potential Loyalists
953706,45,0.26,0,3,4,1,341,Potential Loyalists
955359,47,0.26,0,3,4,1,341,Potential Loyalists
1003380,31,0.27,0,3,4,1,341,Potential Loyalists
1044142,31,0.27,0,3,4,1,341,Potential Loyalists
1018452,37,0.27,0,3,4,1,341,Potential Loyalists
1000113,41,0.27,0,3,4,1,341,Potential Loyalists
1022078,45,0.27,0,3,4,1,341,Potential Loyalists
1036806,45,0.27,0,3,4,1,341,Potential Loyalists
1040767,47,0.27,0,3,4,1,341,Potential Loyalists
1008506,4,0.27,0,4,4,1,441,Potential Loyalists
1008306,12,0.27,0,4,4,1,441,Potential Loyalists
1001840,15,0.27,0,4,4,1,441,Potential Loyalists
997336,62,0.27,0,2,4,1,241,Need Attention
999890,62,0.27,0,2,4,1,241,Need Attention
1001598,62,0.27,0,2,4,1,241,Need Attention
1037486,62,0.27,0,2,4,1,241,Need Attention
1024192,69,0.27,0,2,4,1,241,Need Attention
1041412,76,0.27,0,2,4,1,241,Need Attention
993713,77,0.27,0,2,4,1,241,Need Attention
995756,92,0.27,0,1,4,1,141,Need Attention
1028296,92,0.27,0,1,4,1,141,Need Attention
1039378,92,0.27,0,1,4,1,141,Need Attention
396900,31,0.18,0,3,1,1,311,Promising
398747,31,0.18,0,3,1,1,311,Promising
403044,31,0.18,0,3,1,1,311,Promising
395465,34,0.18,0,3,1,1,311,Promising
355110,92,0.18,0,1,1,1,111,At Risk
355616,92,0.18,0,1,1,1,111,At Risk
357923,92,0.18,0,1,1,1,111,At Risk
409748,92,0.18,0,1,1,1,111,At Risk
409928,92,0.18,0,1,1,1,111,At Risk
481345,63,0.19,0,2,2,1,221,At Risk
433939,77,0.19,0,2,2,1,221,At Risk
433764,85,0.19,0,2,2,1,221,At Risk
426768,92,0.19,0,1,2,1,121,At Risk
442463,92,0.19,0,1,2,1,121,At Risk
446447,92,0.19,0,1,2,1,121,At Risk
471369,92,0.19,0,1,2,1,121,At Risk
475441,1,0.19,0,4,2,1,421,Promising
457335,5,0.19,0,4,2,1,421,Promising
478277,5,0.19,0,4,2,1,421,Promising
454916,8,0.19,0,4,2,1,421,Promising
432953,11,0.19,0,4,2,1,421,Promising
458649,12,0.19,0,4,2,1,421,Promising
471549,14,0.19,0,4,2,1,421,Promising
426722,31,0.19,0,3,2,1,321,Promising
434502,31,0.19,0,3,2,1,321,Promising
434509,31,0.19,0,3,2,1,321,Promising
438071,31,0.19,0,3,2,1,321,Promising
453386,31,0.19,0,3,2,1,321,Promising
462970,31,0.19,0,3,2,1,321,Promising
475951,31,0.19,0,3,2,1,321,Promising
428776,62,0.19,0,2,2,1,221,At Risk
434517,62,0.19,0,2,2,1,221,At Risk
433326,39,0.19,0,3,2,1,321,Promising
448375,46,0.19,0,3,2,1,321,Promising
481333,49,0.19,0,3,2,1,321,Promising
441311,57,0.19,0,3,2,1,321,Promising
433395,59,0.19,0,3,2,1,321,Promising
531944,44,0.2,0,3,2,1,321,Promising
534669,15,0.2,0,4,2,1,421,Promising
515262,16,0.2,0,4,2,1,421,Promising
504776,31,0.2,0,3,2,1,321,Promising
514997,31,0.2,0,3,2,1,321,Promising
521682,31,0.2,0,3,2,1,321,Promising
529033,31,0.2,0,3,2,1,321,Promising
541355,31,0.2,0,3,2,1,321,Promising
516857,92,0.2,0,1,2,1,121,At Risk
520757,92,0.2,0,1,2,1,121,At Risk
520957,92,0.2,0,1,2,1,121,At Risk
529009,92,0.2,0,1,2,1,121,At Risk
533931,92,0.2,0,1,2,1,121,At Risk
534931,92,0.2,0,1,2,1,121,At Risk
538740,92,0.2,0,1,2,1,121,At Risk
525549,67,0.2,0,2,2,1,221,At Risk
544968,62,0.21,0,2,2,1,221,At Risk
551078,62,0.21,0,2,2,1,221,At Risk
571469,62,0.21,0,2,2,1,221,At Risk
954617,69,0.26,86.77,2,4,1,241,Need Attention
245929,1,0.16,379.11,4,1,1,411,Promising
321377,1,0.17,382.62,4,1,1,411,Promising
402006,62,0.18,411.88,2,1,1,211,At Risk
286639,1,0.16,417.39,4,1,1,411,Promising
227237,31,0.15,423.18,3,1,1,311,Promising
287432,62,0.16,443.63,2,1,1,211,At Risk
252541,62,0.16,483.04,2,1,1,211,At Risk
546235,31,0.21,496.31,3,2,1,321,Promising
400712,31,0.18,499.42,3,1,1,311,Promising
412639,48,0.18,504.96,3,1,1,311,Promising
693265,32,0.23,508.12,3,3,1,331,Potential Loyalists
701781,1,0.23,510.95,4,3,1,431,Potential Loyalists
592338,31,0.21,512.14,3,2,1,321,Promising
226990,31,0.15,522.73,3,1,1,311,Promising
638525,1,0.22,526.18,4,2,1,421,Promising
769164,32,0.24,530.69,3,3,1,331,Potential Loyalists
774224,2,0.24,532.07,4,3,1,431,Potential Loyalists
822199,32,0.24,544.37,3,3,1,331,Potential Loyalists
843730,1,0.24,551.28,4,3,1,431,Potential Loyalists
394962,2,0.18,555.48,4,1,1,411,Promising
743504,62,0.23,560.59,2,3,1,231,Need Attention
585772,92,0.21,562.04,1,2,1,121,At Risk
1046584,66,0.27,638.14,2,4,1,241,Need Attention
1008839,32,0.27,649.22,3,4,1,341,Potential Loyalists
492924,62,0.2,666.09,2,2,1,221,At Risk
648919,92,0.22,691.77,1,2,1,121,At Risk
651792,92,0.22,692.6,1,2,1,121,At Risk
566415,8,0.21,705.23,4,2,1,421,Promising
370380,31,0.18,715.1,3,1,1,311,Promising
868254,80,0.25,742.37,2,3,1,231,Need Attention
284055,92,0.16,753.07,1,1,1,111,At Risk
632033,92,0.22,759.05,1,2,1,121,At Risk
842967,32,0.24,780.29,3,3,1,331,Potential Loyalists
768236,31,0.23,795.54,3,3,1,331,Potential Loyalists
967775,31,0.26,802.52,3,4,1,341,Potential Loyalists
244487,31,0.16,858.71,3,1,1,311,Promising
782627,31,0.24,954.39,3,3,1,331,Potential Loyalists
161273,31,0.29,963.03,3,4,1,341,Potential Loyalists
700378,2,0.23,1020.63,4,3,1,431,Potential Loyalists
730584,2,0.23,1038.66,4,3,1,431,Potential Loyalists
229504,34,0.15,1047.67,3,1,1,311,Promising
588410,92,0.21,1055.52,1,2,1,121,At Risk
769488,2,0.24,1061.39,4,3,1,431,Potential Loyalists
256556,3,0.16,1071.28,4,1,1,411,Promising
258575,3,0.16,1073.14,4,1,1,411,Promising
820131,33,0.24,1088.01,3,3,1,331,Potential Loyalists
644325,64,0.22,1090.2,2,2,1,221,At Risk
688596,92,0.22,1121.7,1,2,1,121,At Risk
401014,31,0.18,1175.72,3,1,1,311,Promising
673343,64,0.22,1184.03,2,2,1,221,At Risk
974768,33,0.26,1187.58,3,4,1,341,Potential Loyalists
1020312,33,0.27,1220.08,3,4,1,341,Potential Loyalists
718334,31,0.23,1252.6,3,3,1,331,Potential Loyalists
509087,92,0.2,1261.08,1,2,1,121,At Risk
348456,31,0.17,1263.91,3,1,1,311,Promising
302358,3,0.16,1276.93,4,1,1,411,Promising
408119,65,0.18,1283.91,2,1,1,211,At Risk
1006762,33,0.27,1296.8,3,4,1,341,Potential Loyalists
424973,92,0.19,1302.25,1,2,1,121,At Risk
754453,92,0.23,1321.69,1,3,1,131,Need Attention
636843,31,0.22,1332.39,3,2,1,321,Promising
657986,31,0.22,1343.61,3,2,1,321,Promising
505061,34,0.2,1345.22,3,2,1,321,Promising
464692,65,0.19,1346.15,2,2,1,221,At Risk
680347,31,0.22,1367.41,3,2,1,321,Promising
337844,68,0.17,1380.62,2,1,1,211,At Risk
706988,31,0.23,1390.36,3,3,1,331,Potential Loyalists
514925,65,0.2,1401.54,2,2,1,221,At Risk
242261,4,0.16,1411.41,4,1,1,411,Promising
568879,3,0.21,1412.04,4,2,1,421,Promising
785654,82,0.24,1421.16,2,3,1,231,Need Attention
181027,39,0.15,1492.85,3,1,1,311,Promising
182096,65,0.15,1494.05,2,1,1,211,At Risk
853701,31,0.25,1504.42,3,3,1,331,Potential Loyalists
314909,4,0.17,1517.97,4,1,1,411,Promising
745578,34,0.23,1571.84,3,3,1,331,Potential Loyalists
267348,92,0.16,1594.59,1,1,1,111,At Risk
269746,43,0.16,1597.37,3,1,1,311,Promising
271087,45,0.32,1598.77,3,4,1,341,Potential Loyalists
293981,20,0.49,1630.2,4,4,1,441,Potential Loyalists
697029,3,0.23,1637.3,4,3,1,431,Potential Loyalists
308657,31,0.17,1691.19,3,1,1,311,Promising
336824,44,0.17,1724.14,3,1,1,311,Promising
448504,3,0.19,1744.01,4,2,1,421,Promising
399528,31,0.18,1819.54,3,1,1,311,Promising
399498,92,0.18,1819.54,1,1,1,111,At Risk
508630,31,0.2,1830.78,3,2,1,321,Promising
1031927,34,0.27,1841.01,3,4,1,341,Potential Loyalists
415134,15,0.18,1845.29,4,1,1,411,Promising
511384,66,0.2,1862.7,2,2,1,221,At Risk
434508,92,0.19,1875.64,1,2,1,121,At Risk
192192,92,0.15,1879.9,1,1,1,111,At Risk
1018998,92,0.27,1889.8,1,4,1,141,Need Attention
346637,62,0.17,1906.35,2,1,1,211,At Risk
551794,66,0.21,1923.7,2,2,1,221,At Risk
796066,62,0.24,1957.31,2,3,1,231,Need Attention
487590,45,0.2,1958.17,3,2,1,321,Promising
1037119,3,0.27,1978.47,4,4,1,441,Potential Loyalists
504888,31,0.2,1984.76,3,2,1,321,Promising
504748,92,0.2,1984.76,1,2,1,121,At Risk
169916,31,0.15,2006.1,3,1,1,311,Promising
373562,36,0.18,2006.26,3,1,1,311,Promising
536027,92,0.2,2035.71,1,2,1,121,At Risk
193285,6,0.15,2039.34,4,1,1,411,Promising
395073,5,0.18,2046.11,4,1,1,411,Promising
708009,35,0.23,2050.39,3,3,1,331,Potential Loyalists
596205,31,0.21,2053.56,3,2,1,321,Promising
549716,31,0.21,2057.49,3,2,1,321,Promising
549902,31,0.21,2057.49,3,2,1,321,Promising
438905,31,0.19,2064.64,3,2,1,321,Promising
1019315,86,0.27,2069.87,2,4,1,241,Need Attention
907965,62,0.25,2079.27,2,3,1,231,Need Attention
233426,37,0.16,2101.73,3,1,1,311,Promising
395671,92,0.18,2116.54,1,1,1,111,At Risk
599126,75,0.21,2127.03,2,2,1,221,At Risk
640493,62,0.22,2177.8,2,2,1,221,At Risk
264811,62,0.16,2181.42,2,1,1,211,At Risk
830696,34,0.24,2228.31,3,3,1,331,Potential Loyalists
868096,4,0.25,2235.28,4,3,1,431,Potential Loyalists
524216,36,0.2,2277.95,3,2,1,321,Promising
730927,75,0.23,2299.96,2,3,1,231,Need Attention
804674,31,0.24,2311.59,3,3,1,331,Potential Loyalists
816141,31,0.24,2325.31,3,3,1,331,Potential Loyalists
738761,62,0.23,2348.82,2,3,1,231,Need Attention
990990,35,0.27,2399.59,3,4,1,341,Potential Loyalists
842131,41,0.73,2439.86,3,4,1,341,Potential Loyalists
846083,76,0.24,2444.75,2,3,1,231,Need Attention
213570,31,0.15,2453.98,3,1,1,311,Promising
853879,14,0.25,2454.59,4,3,1,431,Potential Loyalists
862460,37,0.25,2466.21,3,3,1,331,Potential Loyalists
924867,62,0.26,2468.31,2,4,1,241,Need Attention
865637,15,0.74,2471.21,4,4,1,441,Potential Loyalists
958358,92,0.26,2473.25,1,4,1,141,Need Attention
203008,62,0.15,2490.65,2,1,1,211,At Risk
292273,6,0.16,2517.44,4,1,1,411,Promising
573908,62,0.21,2530.33,2,2,1,221,At Risk
432313,62,0.19,2534.61,2,2,1,221,At Risk
435006,62,0.19,2542.41,2,2,1,221,At Risk
400135,92,0.18,2548.61,1,1,1,111,At Risk
404658,68,0.18,2558.85,2,1,1,211,At Risk
405406,68,0.18,2561.38,2,1,1,211,At Risk
935518,92,0.26,2566.8,1,4,1,141,Need Attention
1035367,31,0.27,2572.18,3,4,1,341,Potential Loyalists
940300,14,0.26,2574.07,4,4,1,441,Potential Loyalists
941126,76,0.26,2575.86,2,4,1,241,Need Attention
770274,31,0.24,2577.79,3,3,1,331,Potential Loyalists
379749,62,0.18,2588.35,2,1,1,211,At Risk
101210,31,0.14,2593.22,3,1,1,311,Promising
1010304,31,0.27,2599.04,3,4,1,341,Potential Loyalists
1044642,3,0.27,2621.74,4,4,1,441,Potential Loyalists
226877,92,0.15,2623.66,1,1,1,111,At Risk
161228,7,0.15,2657.53,4,1,1,411,Promising
496656,6,0.2,2673.18,4,2,1,421,Promising
319660,38,0.17,2673.58,3,1,1,311,Promising
784030,36,0.24,2674.15,3,3,1,331,Potential Loyalists
414317,62,0.18,2675.91,2,1,1,211,At Risk
1006702,47,0.27,2679.89,3,4,1,341,Potential Loyalists
1006675,15,0.27,2679.89,4,4,1,441,Potential Loyalists
133210,70,0.14,2690.79,2,1,1,211,At Risk
498035,62,0.2,2707.88,2,2,1,221,At Risk
1028613,49,0.54,2713.78,3,4,1,341,Potential Loyalists
876346,62,0.25,2725.17,2,3,1,231,Need Attention
356671,7,0.18,2772.48,4,1,1,411,Promising
324617,69,0.17,2778.13,2,1,1,211,At Risk
392854,13,0.18,2800.61,4,1,1,411,Promising
373200,7,0.18,2808.93,4,1,1,411,Promising
449911,73,0.19,2850.09,2,2,1,221,At Risk
588771,62,0.21,2861.73,2,2,1,221,At Risk
1043706,86,0.27,2868.62,2,4,1,241,Need Attention
438685,31,0.19,2884.44,3,2,1,321,Promising
563387,68,0.21,2906.74,2,2,1,221,At Risk
379758,69,0.18,2912.34,2,1,1,211,At Risk
829185,62,0.24,2929.91,2,3,1,231,Need Attention
831968,31,0.24,2933.82,3,3,1,331,Potential Loyalists
381481,62,0.18,2936.44,2,1,1,211,At Risk
900904,67,0.25,2938.61,2,3,1,231,Need Attention
465307,62,0.19,2948.26,2,2,1,221,At Risk
803822,92,0.24,2984.01,1,3,1,131,Need Attention
187056,62,0.15,2999.18,2,1,1,211,At Risk
311466,31,0.17,3020.5,3,1,1,311,Promising
569326,62,0.21,3027.64,2,2,1,221,At Risk
894754,31,0.25,3036.7,3,3,1,331,Potential Loyalists
588208,45,0.21,3064.6,3,2,1,321,Promising
593588,6,0.21,3075.31,4,2,1,421,Promising
481568,92,0.19,3085.45,1,2,1,121,At Risk
257948,92,0.16,3140.57,1,1,1,111,At Risk
761439,26,0.23,3169.86,4,3,1,431,Potential Loyalists
279810,92,0.16,3190.43,1,1,1,111,At Risk
484545,69,0.2,3191.61,2,2,1,221,At Risk
774375,37,0.24,3192.66,3,3,1,331,Potential Loyalists
986296,31,0.26,3204.25,3,4,1,341,Potential Loyalists
448990,31,0.19,3214.39,3,2,1,321,Promising
384500,8,0.18,3243.15,4,1,1,411,Promising
272138,62,0.16,3250.59,2,1,1,211,At Risk
998200,31,0.27,3268.19,3,4,1,341,Potential Loyalists
395630,62,0.18,3277.22,2,1,1,211,At Risk
322827,8,0.17,3285.85,4,1,1,411,Promising
1039452,31,0.27,3299.96,3,4,1,341,Potential Loyalists
206554,62,0.15,3301.84,2,1,1,211,At Risk
852951,31,0.25,3323.28,3,3,1,331,Potential Loyalists
309496,92,0.17,3331.83,1,1,1,111,At Risk
352858,31,0.17,3355.3,3,1,1,311,Promising
314927,70,0.17,3360.95,2,1,1,211,At Risk
876030,37,0.25,3366.46,3,3,1,331,Potential Loyalists
229158,62,0.15,3391.05,2,1,1,211,At Risk
905446,6,0.25,3420.08,4,3,1,431,Potential Loyalists
905540,6,0.25,3420.08,4,3,1,431,Potential Loyalists
529067,9,0.2,3528.46,4,2,1,421,Promising
904169,92,0.25,3531.43,1,3,1,131,Need Attention
364904,92,0.18,3533.38,1,1,1,111,At Risk
368330,11,0.18,3541.95,4,1,1,411,Promising
94252,92,0.14,3552.27,1,1,1,111,At Risk
379423,92,0.18,3566.21,1,1,1,111,At Risk
386180,92,0.18,3596.09,1,1,1,111,At Risk
189958,92,0.15,3604.96,1,1,1,111,At Risk
399960,92,0.18,3640.87,1,1,1,111,At Risk
1012303,62,0.27,3641.45,2,4,1,241,Need Attention
138081,92,0.14,3659.09,1,1,1,111,At Risk
503744,69,0.2,3702.96,2,2,1,221,At Risk
154622,8,0.15,3741,4,1,1,411,Promising
962215,31,0.26,3787.21,3,4,1,341,Potential Loyalists
446435,31,0.38,3790.25,3,4,1,341,Potential Loyalists
321233,38,0.17,3791.47,3,1,1,311,Promising
818089,7,0.24,3800.76,4,3,1,431,Potential Loyalists
321749,10,0.17,3828.03,4,1,1,411,Promising
978463,62,0.26,3828.26,2,4,1,241,Need Attention
505327,62,0.2,3843.63,2,2,1,221,At Risk
573576,62,0.21,3846.01,2,2,1,221,At Risk
467606,13,0.19,3856.31,4,2,1,421,Promising
