customerid,Recency,Frequency,Monetary,R,F,M,RFM,Segment
920019,31,0.25,31772.66,3,3,4,334,Superiors Loyalists
592926,31,0.42,31776.29,3,4,4,344,Superiors Loyalists
593088,31,0.42,31776.29,3,4,4,344,Superiors Loyalists
593347,31,0.42,31776.29,3,4,4,344,Superiors Loyalists
593376,31,0.42,31776.29,3,4,4,344,Superiors Loyalists
593486,31,0.42,31776.29,3,4,4,344,Superiors Loyalists
593704,31,0.42,31776.29,3,4,4,344,Superiors Loyalists
262962,31,0.32,31780.33,3,4,4,344,Superiors Loyalists
147037,62,0.29,31780.65,2,4,4,244,Hibernating Loyalists
431451,31,0.37,31788.18,3,4,4,344,Superiors Loyalists
431477,31,0.37,31788.18,3,4,4,344,Superiors Loyalists
431737,31,0.37,31788.18,3,4,4,344,Superiors Loyalists
294229,62,0.33,31788.99,2,4,4,244,Hibernating Loyalists
672795,92,0.22,31789.26,1,2,4,124,About to Sleep
773295,92,0.24,31790.14,1,3,4,134,Hibernating Loyalists
920346,92,0.25,31794.48,1,3,4,134,Hibernating Loyalists
593912,31,0.42,31794.48,3,4,4,344,Superiors Loyalists
594320,31,0.42,31794.48,3,4,4,344,Superiors Loyalists
594400,31,0.42,31794.48,3,4,4,344,Superiors Loyalists
594468,31,0.42,31794.48,3,4,4,344,Superiors Loyalists
594497,31,0.42,31794.48,3,4,4,344,Superiors Loyalists
594677,31,0.42,31794.48,3,4,4,344,Superiors Loyalists
921187,62,0.25,31794.48,2,3,4,234,Hibernating Loyalists
708232,31,0.23,31798.67,3,3,4,334,Superiors Loyalists
432307,31,0.37,31804.24,3,4,4,344,Superiors Loyalists
203699,31,0.3,31805.17,3,4,4,344,Superiors Loyalists
659279,31,0.44,31805.92,3,4,4,344,Superiors Loyalists
674078,92,0.22,31808.33,1,2,4,124,About to Sleep
312458,31,0.33,31811.94,3,4,4,344,Superiors Loyalists
594775,31,0.42,31812.69,3,4,4,344,Superiors Loyalists
594965,31,0.42,31812.69,3,4,4,344,Superiors Loyalists
595208,31,0.42,31812.69,3,4,4,344,Superiors Loyalists
595233,31,0.42,31812.69,3,4,4,344,Superiors Loyalists
595234,31,0.42,31812.69,3,4,4,344,Superiors Loyalists
595302,31,0.42,31812.69,3,4,4,344,Superiors Loyalists
595306,31,0.42,31812.69,3,4,4,344,Superiors Loyalists
595424,31,0.42,31812.69,3,4,4,344,Superiors Loyalists
921649,92,0.25,31816.33,1,3,4,134,Hibernating Loyalists
204255,31,0.3,31818.18,3,4,4,344,Superiors Loyalists
710089,31,0.45,31818.18,3,4,4,344,Superiors Loyalists
514304,31,0.2,31818.2,3,2,4,324,Responsive
546835,31,0.21,31819.67,3,2,4,324,Responsive
432607,31,0.37,31820.31,3,4,4,344,Superiors Loyalists
432705,31,0.37,31820.31,3,4,4,344,Superiors Loyalists
432761,31,0.37,31820.31,3,4,4,344,Superiors Loyalists
658212,62,0.44,31822.39,2,4,4,244,Hibernating Loyalists
79051,31,0.28,31823.34,3,4,4,344,Superiors Loyalists
596077,31,0.42,31831.59,3,4,4,344,Superiors Loyalists
596258,31,0.42,31831.59,3,4,4,344,Superiors Loyalists
596279,31,0.42,31831.59,3,4,4,344,Superiors Loyalists
923290,31,0.25,31839.02,3,3,4,334,Superiors Loyalists
888510,31,0.25,31839.74,3,3,4,334,Superiors Loyalists
596776,31,0.42,31849.84,3,4,4,344,Superiors Loyalists
433211,31,0.37,31853.1,3,4,4,344,Superiors Loyalists
313261,31,0.34,31855.68,3,4,4,344,Superiors Loyalists
206851,31,0.3,31857.76,3,4,4,344,Superiors Loyalists
206890,31,0.3,31857.76,3,4,4,344,Superiors Loyalists
924848,62,0.25,31860.93,2,3,4,234,Hibernating Loyalists
597054,31,0.42,31868.79,3,4,4,344,Superiors Loyalists
597063,31,0.42,31868.79,3,4,4,344,Superiors Loyalists
597310,31,0.42,31868.79,3,4,4,344,Superiors Loyalists
597471,31,0.42,31868.79,3,4,4,344,Superiors Loyalists
597838,31,0.42,31868.79,3,4,4,344,Superiors Loyalists
597860,31,0.42,31868.79,3,4,4,344,Superiors Loyalists
515642,31,0.2,31870.47,3,2,4,324,Responsive
313779,31,0.34,31870.64,3,4,4,344,Superiors Loyalists
412412,92,0.18,31876.53,1,1,4,114,About to Sleep
925654,62,0.26,31883.69,2,4,4,244,Hibernating Loyalists
925875,92,0.26,31883.69,1,4,4,144,Hibernating Loyalists
926165,92,0.26,31883.69,1,4,4,144,Hibernating Loyalists
925756,62,0.51,31883.69,2,4,4,244,Hibernating Loyalists
925210,31,0.51,31883.69,3,4,4,344,Superiors Loyalists
208092,31,0.3,31884.37,3,4,4,344,Superiors Loyalists
677718,92,0.22,31886.25,1,2,4,124,About to Sleep
678041,92,0.22,31886.25,1,2,4,124,About to Sleep
598078,31,0.43,31887.08,3,4,4,344,Superiors Loyalists
598302,31,0.43,31887.08,3,4,4,344,Superiors Loyalists
598634,31,0.43,31887.08,3,4,4,344,Superiors Loyalists
598862,31,0.43,31887.08,3,4,4,344,Superiors Loyalists
516310,31,0.2,31888.35,3,2,4,324,Responsive
516544,31,0.2,31888.35,3,2,4,324,Responsive
516265,62,0.2,31888.35,2,2,4,224,About to Sleep
549407,92,0.21,31891.04,1,2,4,124,About to Sleep
779271,62,0.24,31893.03,2,3,4,234,Hibernating Loyalists
209565,31,0.3,31897.44,3,4,4,344,Superiors Loyalists
599627,31,0.43,31905.39,3,4,4,344,Superiors Loyalists
599696,31,0.43,31905.39,3,4,4,344,Superiors Loyalists
678177,92,0.22,31905.43,1,2,4,124,About to Sleep
678306,92,0.22,31905.43,1,2,4,124,About to Sleep
678446,92,0.22,31905.43,1,2,4,124,About to Sleep
516988,60,0.2,31905.62,3,2,4,324,Responsive
927151,62,0.26,31905.66,2,4,4,244,Hibernating Loyalists
927623,62,0.26,31905.66,2,4,4,244,Hibernating Loyalists
926810,92,0.26,31905.66,1,4,4,144,Hibernating Loyalists
927224,92,0.26,31905.66,1,4,4,144,Hibernating Loyalists
927584,92,0.26,31905.66,1,4,4,144,Hibernating Loyalists
926798,31,0.26,31905.66,3,4,4,344,Superiors Loyalists
417788,31,0.37,31916.35,3,4,4,344,Superiors Loyalists
715389,31,0.46,31917.56,3,4,4,344,Superiors Loyalists
435508,31,0.38,31918.89,3,4,4,344,Superiors Loyalists
518266,31,0.2,31922.91,3,2,4,324,Responsive
370508,31,0.35,31923.95,3,4,4,344,Superiors Loyalists
211284,31,0.3,31924.11,3,4,4,344,Superiors Loyalists
211420,31,0.3,31924.11,3,4,4,344,Superiors Loyalists
211799,31,0.3,31924.11,3,4,4,344,Superiors Loyalists
211802,31,0.3,31924.11,3,4,4,344,Superiors Loyalists
600006,31,0.43,31924.4,3,4,4,344,Superiors Loyalists
600106,31,0.43,31924.4,3,4,4,344,Superiors Loyalists
600145,31,0.43,31924.4,3,4,4,344,Superiors Loyalists
600155,31,0.43,31924.4,3,4,4,344,Superiors Loyalists
600404,31,0.43,31924.4,3,4,4,344,Superiors Loyalists
600432,31,0.43,31924.4,3,4,4,344,Superiors Loyalists
679131,92,0.22,31925.35,1,2,4,124,About to Sleep
679222,92,0.22,31925.35,1,2,4,124,About to Sleep
927862,92,0.26,31927.66,1,4,4,144,Hibernating Loyalists
780980,62,0.24,31934.52,2,3,4,234,Hibernating Loyalists
212358,31,0.3,31937.71,3,4,4,344,Superiors Loyalists
518860,31,0.2,31940.85,3,2,4,324,Responsive
518902,31,0.2,31940.85,3,2,4,324,Responsive
600923,31,0.43,31942.76,3,4,4,344,Superiors Loyalists
600942,31,0.43,31942.76,3,4,4,344,Superiors Loyalists
600960,31,0.43,31942.76,3,4,4,344,Superiors Loyalists
600998,31,0.43,31942.76,3,4,4,344,Superiors Loyalists
601209,31,0.43,31942.76,3,4,4,344,Superiors Loyalists
601276,31,0.43,31942.76,3,4,4,344,Superiors Loyalists
601485,31,0.43,31942.76,3,4,4,344,Superiors Loyalists
601497,31,0.43,31942.76,3,4,4,344,Superiors Loyalists
315211,31,0.34,31944.05,3,4,4,344,Superiors Loyalists
83213,31,0.28,31944.44,3,4,4,344,Superiors Loyalists
929722,31,0.51,31950.52,3,4,4,344,Superiors Loyalists
929121,62,0.26,31950.52,2,4,4,244,Hibernating Loyalists
929463,31,0.26,31950.52,3,4,4,344,Superiors Loyalists
436936,31,0.38,31951.88,3,4,4,344,Superiors Loyalists
83493,31,0.28,31956.43,3,4,4,344,Superiors Loyalists
717256,31,0.46,31957.63,3,4,4,344,Superiors Loyalists
601725,31,0.43,31961.14,3,4,4,344,Superiors Loyalists
601878,31,0.43,31961.14,3,4,4,344,Superiors Loyalists
602151,31,0.43,31961.14,3,4,4,344,Superiors Loyalists
602222,31,0.43,31961.14,3,4,4,344,Superiors Loyalists
270320,62,0.16,31961.65,2,1,4,214,About to Sleep
437394,31,0.38,31968.11,3,4,4,344,Superiors Loyalists
437703,31,0.38,31968.11,3,4,4,344,Superiors Loyalists
930129,92,0.26,31972.58,1,4,4,144,Hibernating Loyalists
315892,31,0.34,31973.08,3,4,4,344,Superiors Loyalists
602509,31,0.43,31980.21,3,4,4,344,Superiors Loyalists
602596,31,0.43,31980.21,3,4,4,344,Superiors Loyalists
602786,31,0.43,31980.21,3,4,4,344,Superiors Loyalists
602818,31,0.43,31980.21,3,4,4,344,Superiors Loyalists
602869,31,0.43,31980.21,3,4,4,344,Superiors Loyalists
681914,92,0.22,31983.83,1,2,4,124,About to Sleep
316165,31,0.34,31988.15,3,4,4,344,Superiors Loyalists
998080,92,0.27,31994.03,1,4,4,144,Hibernating Loyalists
720166,31,0.46,31997.81,3,4,4,344,Superiors Loyalists
758656,23,0.47,31998.13,4,4,4,444,Superiors Loyalists
603037,31,0.43,31998.63,3,4,4,344,Superiors Loyalists
603064,31,0.43,31998.63,3,4,4,344,Superiors Loyalists
603383,31,0.43,31998.63,3,4,4,344,Superiors Loyalists
603501,31,0.43,31998.63,3,4,4,344,Superiors Loyalists
603861,31,0.43,31998.63,3,4,4,344,Superiors Loyalists
554217,31,0.21,31999.67,3,2,4,324,Responsive
554316,31,0.21,31999.67,3,2,4,324,Responsive
438641,31,0.38,32001.2,3,4,4,344,Superiors Loyalists
682660,92,0.22,32003.13,1,2,4,124,About to Sleep
665137,92,0.22,32017.31,1,2,4,124,About to Sleep
439496,31,0.38,32017.48,3,4,4,344,Superiors Loyalists
555239,92,0.21,32017.52,1,2,4,124,About to Sleep
603899,31,0.43,32017.76,3,4,4,344,Superiors Loyalists
604162,31,0.43,32017.76,3,4,4,344,Superiors Loyalists
604273,31,0.43,32017.76,3,4,4,344,Superiors Loyalists
604396,31,0.43,32017.76,3,4,4,344,Superiors Loyalists
604718,31,0.43,32017.76,3,4,4,344,Superiors Loyalists
604923,31,0.43,32017.76,3,4,4,344,Superiors Loyalists
316664,31,0.34,32017.8,3,4,4,344,Superiors Loyalists
998606,62,0.53,32017.93,2,4,4,244,Hibernating Loyalists
521887,62,0.2,32028.95,2,2,4,224,About to Sleep
316908,31,0.34,32032.37,3,4,4,344,Superiors Loyalists
376283,31,0.36,32033.03,3,4,4,344,Superiors Loyalists
440100,31,0.38,32034.37,3,4,4,344,Superiors Loyalists
556000,62,0.21,32035.38,2,2,4,224,About to Sleep
286035,31,0.32,32035.63,3,4,4,344,Superiors Loyalists
605135,31,0.43,32036.22,3,4,4,344,Superiors Loyalists
605373,31,0.43,32036.22,3,4,4,344,Superiors Loyalists
605552,31,0.43,32036.22,3,4,4,344,Superiors Loyalists
605632,31,0.43,32036.22,3,4,4,344,Superiors Loyalists
605752,31,0.43,32036.22,3,4,4,344,Superiors Loyalists
790162,31,0.47,32038.35,3,4,4,344,Superiors Loyalists
789655,92,0.24,32038.35,1,3,4,134,Hibernating Loyalists
933895,92,0.26,32039.78,1,4,4,144,Hibernating Loyalists
933059,31,0.26,32039.78,3,4,4,344,Superiors Loyalists
522687,60,0.2,32046.37,3,2,4,324,Responsive
376908,31,0.36,32049,3,4,4,344,Superiors Loyalists
377426,31,0.36,32049,3,4,4,344,Superiors Loyalists
440488,31,0.38,32050.68,3,4,4,344,Superiors Loyalists
605947,31,0.43,32054.71,3,4,4,344,Superiors Loyalists
606197,31,0.43,32054.71,3,4,4,344,Superiors Loyalists
606247,31,0.43,32054.71,3,4,4,344,Superiors Loyalists
606272,31,0.43,32054.71,3,4,4,344,Superiors Loyalists
606312,31,0.43,32054.71,3,4,4,344,Superiors Loyalists
606437,31,0.43,32054.71,3,4,4,344,Superiors Loyalists
606465,31,0.43,32054.71,3,4,4,344,Superiors Loyalists
606555,31,0.43,32054.71,3,4,4,344,Superiors Loyalists
606696,31,0.43,32054.71,3,4,4,344,Superiors Loyalists
722843,31,0.46,32057.89,3,4,4,344,Superiors Loyalists
317723,31,0.34,32062.1,3,4,4,344,Superiors Loyalists
934686,62,0.26,32062.79,2,4,4,244,Hibernating Loyalists
935175,62,0.26,32062.79,2,4,4,244,Hibernating Loyalists
934243,92,0.26,32062.79,1,4,4,144,Hibernating Loyalists
934169,31,0.26,32062.79,3,4,4,344,Superiors Loyalists
934346,31,0.26,32062.79,3,4,4,344,Superiors Loyalists
378181,31,0.36,32064.41,3,4,4,344,Superiors Loyalists
987503,31,0.53,32064.89,3,4,4,344,Superiors Loyalists
213926,31,0.31,32071.35,3,4,4,344,Superiors Loyalists
898426,31,0.5,32073.05,3,4,4,344,Superiors Loyalists
606933,31,0.43,32073.9,3,4,4,344,Superiors Loyalists
606971,31,0.43,32073.9,3,4,4,344,Superiors Loyalists
607151,31,0.43,32073.9,3,4,4,344,Superiors Loyalists
607211,31,0.43,32073.9,3,4,4,344,Superiors Loyalists
607221,31,0.43,32073.9,3,4,4,344,Superiors Loyalists
607271,31,0.43,32073.9,3,4,4,344,Superiors Loyalists
607345,31,0.43,32073.9,3,4,4,344,Superiors Loyalists
607711,31,0.43,32073.9,3,4,4,344,Superiors Loyalists
607758,31,0.43,32073.9,3,4,4,344,Superiors Loyalists
607963,31,0.43,32073.9,3,4,4,344,Superiors Loyalists
793208,62,0.24,32080.22,2,3,4,234,Hibernating Loyalists
441606,31,0.38,32083.95,3,4,4,344,Superiors Loyalists
441638,31,0.38,32083.95,3,4,4,344,Superiors Loyalists
441878,31,0.38,32083.95,3,4,4,344,Superiors Loyalists
214413,31,0.31,32084.58,3,4,4,344,Superiors Loyalists
936096,62,0.26,32085.01,2,4,4,244,Hibernating Loyalists
936129,62,0.26,32085.01,2,4,4,244,Hibernating Loyalists
935624,92,0.26,32085.01,1,4,4,144,Hibernating Loyalists
936218,92,0.26,32085.01,1,4,4,144,Hibernating Loyalists
608245,31,0.43,32092.43,3,4,4,344,Superiors Loyalists
608445,31,0.43,32092.43,3,4,4,344,Superiors Loyalists
608513,31,0.43,32092.43,3,4,4,344,Superiors Loyalists
608851,31,0.43,32092.43,3,4,4,344,Superiors Loyalists
609070,31,0.43,32092.43,3,4,4,344,Superiors Loyalists
668381,62,0.44,32095.27,2,4,4,244,Hibernating Loyalists
668353,92,0.22,32095.27,1,2,4,124,About to Sleep
668400,92,0.22,32095.27,1,2,4,124,About to Sleep
668364,31,0.22,32095.27,3,2,4,324,Responsive
214695,31,0.31,32097.82,3,4,4,344,Superiors Loyalists
724562,31,0.46,32098.31,3,4,4,344,Superiors Loyalists
725130,31,0.46,32098.31,3,4,4,344,Superiors Loyalists
524627,31,0.2,32099.39,3,2,4,324,Responsive
442604,31,0.38,32100.3,3,4,4,344,Superiors Loyalists
794691,62,0.24,32100.82,2,3,4,234,Hibernating Loyalists
795067,62,0.24,32100.82,2,3,4,234,Hibernating Loyalists
380744,31,0.36,32111.32,3,4,4,344,Superiors Loyalists
215194,31,0.31,32111.56,3,4,4,344,Superiors Loyalists
609250,31,0.43,32111.66,3,4,4,344,Superiors Loyalists
609578,31,0.43,32111.66,3,4,4,344,Superiors Loyalists
609746,31,0.43,32111.66,3,4,4,344,Superiors Loyalists
609848,31,0.43,32111.66,3,4,4,344,Superiors Loyalists
525224,31,0.2,32117.54,3,2,4,324,Responsive
688437,92,0.22,32121.59,1,2,4,124,About to Sleep
796081,62,0.24,32122.21,2,3,4,234,Hibernating Loyalists
560888,31,0.21,32126.35,3,2,4,324,Responsive
382138,31,0.36,32127.37,3,4,4,344,Superiors Loyalists
610084,31,0.43,32130.23,3,4,4,344,Superiors Loyalists
610093,31,0.43,32130.23,3,4,4,344,Superiors Loyalists
937391,92,0.26,32130.37,1,4,4,144,Hibernating Loyalists
938276,92,0.26,32130.37,1,4,4,144,Hibernating Loyalists
525433,62,0.2,32135.05,2,2,4,224,About to Sleep
525550,62,0.2,32135.05,2,2,4,224,About to Sleep
525680,62,0.2,32135.05,2,2,4,224,About to Sleep
90093,31,0.28,32139.96,3,4,4,344,Superiors Loyalists
640351,31,0.44,32140.12,3,4,4,344,Superiors Loyalists
690139,92,0.22,32141.06,1,2,4,124,About to Sleep
798110,62,0.24,32142.86,2,3,4,234,Hibernating Loyalists
798189,62,0.24,32142.86,2,3,4,234,Hibernating Loyalists
797952,31,0.24,32142.86,3,3,4,334,Superiors Loyalists
610827,31,0.43,32148.83,3,4,4,344,Superiors Loyalists
610830,31,0.43,32148.83,3,4,4,344,Superiors Loyalists
611419,31,0.43,32148.83,3,4,4,344,Superiors Loyalists
444480,31,0.38,32150.08,3,4,4,344,Superiors Loyalists
444520,31,0.38,32150.08,3,4,4,344,Superiors Loyalists
319886,31,0.34,32151.08,3,4,4,344,Superiors Loyalists
320070,31,0.34,32151.08,3,4,4,344,Superiors Loyalists
938945,31,0.26,32152.69,3,4,4,344,Superiors Loyalists
671530,62,0.22,32153.63,2,2,4,224,About to Sleep
562339,31,0.21,32163.01,3,2,4,324,Responsive
799538,92,0.24,32163.53,1,3,4,134,Hibernating Loyalists
91108,31,0.28,32164.68,3,4,4,344,Superiors Loyalists
217288,31,0.31,32165.18,3,4,4,344,Superiors Loyalists
444907,31,0.38,32167.12,3,4,4,344,Superiors Loyalists
444939,31,0.38,32167.12,3,4,4,344,Superiors Loyalists
444979,31,0.38,32167.12,3,4,4,344,Superiors Loyalists
611664,31,0.43,32168.13,3,4,4,344,Superiors Loyalists
611665,31,0.43,32168.13,3,4,4,344,Superiors Loyalists
611873,31,0.43,32168.13,3,4,4,344,Superiors Loyalists
611923,31,0.43,32168.13,3,4,4,344,Superiors Loyalists
611970,31,0.43,32168.13,3,4,4,344,Superiors Loyalists
611980,31,0.43,32168.13,3,4,4,344,Superiors Loyalists
612054,31,0.43,32168.13,3,4,4,344,Superiors Loyalists
612220,31,0.43,32168.13,3,4,4,344,Superiors Loyalists
612429,31,0.43,32168.13,3,4,4,344,Superiors Loyalists
612606,31,0.43,32168.13,3,4,4,344,Superiors Loyalists
526650,31,0.2,32170.79,3,2,4,324,Responsive
526725,62,0.2,32170.79,2,2,4,224,About to Sleep
939946,62,0.26,32175.86,2,4,4,244,Hibernating Loyalists
940284,92,0.26,32175.86,1,4,4,144,Hibernating Loyalists
729527,31,0.23,32178.73,3,3,4,334,Superiors Loyalists
217823,31,0.31,32178.98,3,4,4,344,Superiors Loyalists
320915,31,0.34,32181.03,3,4,4,344,Superiors Loyalists
321026,31,0.34,32181.03,3,4,4,344,Superiors Loyalists
445410,31,0.38,32183.56,3,4,4,344,Superiors Loyalists
613042,31,0.43,32186.77,3,4,4,344,Superiors Loyalists
613099,31,0.43,32186.77,3,4,4,344,Superiors Loyalists
613153,31,0.43,32186.77,3,4,4,344,Superiors Loyalists
613292,31,0.43,32186.77,3,4,4,344,Superiors Loyalists
613628,31,0.43,32186.77,3,4,4,344,Superiors Loyalists
613765,31,0.43,32186.77,3,4,4,344,Superiors Loyalists
613978,31,0.43,32186.77,3,4,4,344,Superiors Loyalists
527394,31,0.2,32188.37,3,2,4,324,Responsive
218410,31,0.31,32192.3,3,4,4,344,Superiors Loyalists
218588,31,0.31,32192.3,3,4,4,344,Superiors Loyalists
673713,31,0.44,32192.89,3,4,4,344,Superiors Loyalists
321276,31,0.34,32195.75,3,4,4,344,Superiors Loyalists
941237,92,0.26,32198.24,1,4,4,144,Hibernating Loyalists
731787,31,0.46,32199.45,3,4,4,344,Superiors Loyalists
445813,31,0.38,32200.02,3,4,4,344,Superiors Loyalists
92630,31,0.28,32201.61,3,4,4,344,Superiors Loyalists
844348,31,0.49,32204.14,3,4,4,344,Superiors Loyalists
802467,92,0.24,32205.74,1,3,4,134,Hibernating Loyalists
218838,31,0.31,32206.12,3,4,4,344,Superiors Loyalists
219257,31,0.31,32206.12,3,4,4,344,Superiors Loyalists
614401,31,0.43,32206.12,3,4,4,344,Superiors Loyalists
614534,31,0.43,32206.12,3,4,4,344,Superiors Loyalists
614789,31,0.43,32206.12,3,4,4,344,Superiors Loyalists
446837,31,0.38,32217.11,3,4,4,344,Superiors Loyalists
219422,31,0.31,32219.46,3,4,4,344,Superiors Loyalists
219861,31,0.31,32219.46,3,4,4,344,Superiors Loyalists
941851,62,0.26,32220.65,2,4,4,244,Hibernating Loyalists
941971,62,0.26,32220.65,2,4,4,244,Hibernating Loyalists
941890,31,0.26,32220.65,3,4,4,344,Superiors Loyalists
615425,31,0.43,32224.8,3,4,4,344,Superiors Loyalists
615755,31,0.43,32224.8,3,4,4,344,Superiors Loyalists
615795,31,0.43,32224.8,3,4,4,344,Superiors Loyalists
615887,31,0.43,32224.8,3,4,4,344,Superiors Loyalists
804072,62,0.24,32227.26,2,3,4,234,Hibernating Loyalists
803291,31,0.24,32227.26,3,3,4,334,Superiors Loyalists
522887,31,0.4,32229.47,3,4,4,344,Superiors Loyalists
220414,31,0.31,32232.81,3,4,4,344,Superiors Loyalists
447505,31,0.38,32233.6,3,4,4,344,Superiors Loyalists
447612,31,0.38,32233.6,3,4,4,344,Superiors Loyalists
943295,92,0.26,32243.92,1,4,4,144,Hibernating Loyalists
942909,31,0.26,32243.92,3,4,4,344,Superiors Loyalists
805602,62,0.24,32248.05,2,3,4,234,Hibernating Loyalists
804763,31,0.24,32248.05,3,3,4,334,Superiors Loyalists
221214,31,0.31,32260.05,3,4,4,344,Superiors Loyalists
221423,31,0.31,32260.05,3,4,4,344,Superiors Loyalists
616819,31,0.43,32262.92,3,4,4,344,Superiors Loyalists
617097,31,0.43,32262.92,3,4,4,344,Superiors Loyalists
617328,31,0.43,32262.92,3,4,4,344,Superiors Loyalists
617337,31,0.43,32262.92,3,4,4,344,Superiors Loyalists
617556,31,0.43,32262.92,3,4,4,344,Superiors Loyalists
617609,31,0.43,32262.92,3,4,4,344,Superiors Loyalists
617786,31,0.43,32262.92,3,4,4,344,Superiors Loyalists
617824,31,0.43,32262.92,3,4,4,344,Superiors Loyalists
944552,31,0.52,32266.39,3,4,4,344,Superiors Loyalists
945112,62,0.26,32266.39,2,4,4,244,Hibernating Loyalists
448914,31,0.38,32267.25,3,4,4,344,Superiors Loyalists
449125,31,0.38,32267.25,3,4,4,344,Superiors Loyalists
806177,31,0.24,32268.86,3,3,4,334,Superiors Loyalists
382985,31,0.36,32269.05,3,4,4,344,Superiors Loyalists
531513,12,0.61,32277.84,4,4,4,444,Superiors Loyalists
696134,92,0.23,32280.19,1,3,4,134,Hibernating Loyalists
734343,31,0.46,32280.38,3,4,4,344,Superiors Loyalists
617954,31,0.43,32281.67,3,4,4,344,Superiors Loyalists
618102,31,0.43,32281.67,3,4,4,344,Superiors Loyalists
618209,31,0.43,32281.67,3,4,4,344,Superiors Loyalists
618361,31,0.43,32281.67,3,4,4,344,Superiors Loyalists
618408,31,0.43,32281.67,3,4,4,344,Superiors Loyalists
618658,31,0.43,32281.67,3,4,4,344,Superiors Loyalists
618788,31,0.43,32281.67,3,4,4,344,Superiors Loyalists
618888,31,0.43,32281.67,3,4,4,344,Superiors Loyalists
222498,31,0.31,32287.33,3,4,4,344,Superiors Loyalists
945636,62,0.26,32289.73,2,4,4,244,Hibernating Loyalists
945509,92,0.26,32289.73,1,4,4,144,Hibernating Loyalists
945395,31,0.26,32289.73,3,4,4,344,Superiors Loyalists
945416,31,0.26,32289.73,3,4,4,344,Superiors Loyalists
945983,31,0.26,32289.73,3,4,4,344,Superiors Loyalists
807110,62,0.24,32290.47,2,3,4,234,Hibernating Loyalists
808407,62,0.24,32290.47,2,3,4,234,Hibernating Loyalists
567341,31,0.42,32291.67,3,4,4,344,Superiors Loyalists
532243,31,0.2,32296.18,3,2,4,324,Responsive
531962,62,0.2,32296.18,2,2,4,224,About to Sleep
697553,92,0.23,32299.85,1,3,4,134,Hibernating Loyalists
223031,31,0.31,32300.74,3,4,4,344,Superiors Loyalists
450317,31,0.38,32300.97,3,4,4,344,Superiors Loyalists
619117,31,0.43,32301.13,3,4,4,344,Superiors Loyalists
619127,31,0.43,32301.13,3,4,4,344,Superiors Loyalists
619238,31,0.43,32301.13,3,4,4,344,Superiors Loyalists
619751,31,0.43,32301.13,3,4,4,344,Superiors Loyalists
252981,31,0.47,32307.89,3,4,4,344,Superiors Loyalists
678656,31,0.22,32310.54,3,2,4,324,Responsive
228623,31,0.31,32311.01,3,4,4,344,Superiors Loyalists
809492,31,0.48,32311.34,3,4,4,344,Superiors Loyalists
808862,62,0.24,32311.34,2,3,4,234,Hibernating Loyalists
809037,31,0.24,32311.34,3,3,4,334,Superiors Loyalists
946591,62,0.26,32312.27,2,4,4,244,Hibernating Loyalists
947128,62,0.26,32312.27,2,4,4,244,Hibernating Loyalists
324439,31,0.34,32315.67,3,4,4,344,Superiors Loyalists
384275,31,0.36,32316.56,3,4,4,344,Superiors Loyalists
620141,31,0.43,32319.92,3,4,4,344,Superiors Loyalists
620488,31,0.43,32319.92,3,4,4,344,Superiors Loyalists
620567,31,0.43,32319.92,3,4,4,344,Superiors Loyalists
620678,31,0.43,32319.92,3,4,4,344,Superiors Loyalists
620817,31,0.43,32319.92,3,4,4,344,Superiors Loyalists
620985,31,0.43,32319.92,3,4,4,344,Superiors Loyalists
96493,31,0.28,32325.62,3,4,4,344,Superiors Loyalists
224134,31,0.31,32328.08,3,4,4,344,Superiors Loyalists
679342,92,0.22,32330.71,1,2,4,124,About to Sleep
679464,92,0.22,32330.71,1,2,4,124,About to Sleep
810073,31,0.24,32333.01,3,3,4,334,Superiors Loyalists
451096,31,0.38,32334.76,3,4,4,344,Superiors Loyalists
947759,31,0.26,32334.83,3,4,4,344,Superiors Loyalists
621730,31,0.43,32338.74,3,4,4,344,Superiors Loyalists
621759,31,0.43,32338.74,3,4,4,344,Superiors Loyalists
621763,31,0.43,32338.74,3,4,4,344,Superiors Loyalists
621799,31,0.43,32338.74,3,4,4,344,Superiors Loyalists
325495,31,0.34,32345.93,3,4,4,344,Superiors Loyalists
533940,19,0.2,32350.03,4,2,4,424,Responsive
533994,26,0.2,32350.03,4,2,4,424,Responsive
533995,26,0.2,32350.03,4,2,4,424,Responsive
918982,92,0.25,32350.41,1,3,4,134,Hibernating Loyalists
452312,31,0.38,32351.37,3,4,4,344,Superiors Loyalists
548088,8,0.62,32352.13,4,4,4,444,Superiors Loyalists
622421,31,0.43,32358.27,3,4,4,344,Superiors Loyalists
622434,31,0.43,32358.27,3,4,4,344,Superiors Loyalists
622555,31,0.43,32358.27,3,4,4,344,Superiors Loyalists
622574,31,0.43,32358.27,3,4,4,344,Superiors Loyalists
622656,31,0.43,32358.27,3,4,4,344,Superiors Loyalists
623007,31,0.43,32358.27,3,4,4,344,Superiors Loyalists
623155,31,0.43,32358.27,3,4,4,344,Superiors Loyalists
948244,92,0.26,32358.27,1,4,4,144,Hibernating Loyalists
948814,92,0.26,32358.27,1,4,4,144,Hibernating Loyalists
739112,31,0.46,32362.46,3,4,4,344,Superiors Loyalists
386053,31,0.36,32364.79,3,4,4,344,Superiors Loyalists
879525,62,0.25,32367.29,2,3,4,234,Hibernating Loyalists
